project_name	ID_EIA	type	latitude	longitude	region	state	state_fips	state_name	year	capacity_DC_kW	capacity_AC_kW	inverter_loading_ratio	mount_type	tracking_type	tilt	azimuth	average_global_horizontal_irradiance	capacity_factor_average	tech_class_primary	tech_class_secondary	storage_flag	storage_year	storage_capacity	storage_energy	storage_tech	hybrid_flag	hybrid_tech	duplicate	sub_id	interconnect_x	point_of_interconnect	interconnect_y
Nellis Air Force Base	56568.0	UPV	36.258151	-115.052821	West (non-ISO)	NV	32	Nevada	2007	14062.0	12000.0	1.1718333333333333	Tracking	['Single']	20.0	180.0	5.6199872146	0.2810785947987623	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37939	Western	distribution-primary	Western
Alamosa Photovoltaic Solar Plant (SunE Alamosa)	56481.0	UPV	37.689191	-105.878331	West (non-ISO)	CO	8	Colorado	2007	8220.0	6900.0	1.191304347826087	Combo	['Fixed', 'Single', 'Double']	20.0	180.0	5.3721260274	0.2736223607070324	PV	['c-Si', 'CPV']	False	-1	-1.0	-1.0		False	[]	False	38969	Western	distribution-primary	Western
NRG Solar Blythe I (not to be confused with 2016 NextEra plants)	56939.0	UPV	33.591341	-114.74439	CAISO	CA	6	California	2009	25200.0	21000.0	1.2	Fixed Tilt	['Fixed']	24.0	180.0	5.6800582192	0.251715315838769	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	37753	Western	distribution-primary	Western
Blue Wing Solar Project	57197.0	UPV	29.304177	-98.40034	ERCOT	TX	48	Texas	2010	16600.0	13900.0	1.1942446043165469	Fixed Tilt	['Fixed']	20.0	205.0	4.7898180365	0.1906737421650372	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	40619	Texas	distribution-primary	Texas
PSEG Jacksonville Solar	57202.0	UPV	30.320471	-81.95693	Southeast (non-ISO)	FL	12	Florida	2010	15000.0	12600.0	1.1904761904761905	Fixed Tilt	['Fixed']	20.0	180.0	4.7382465753	0.1808598160841966	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	13473	Eastern	distribution-primary	Eastern
PSEG Wyandot Solar Facility	57203.0	UPV	40.880121	-83.31611	PJM	OH	39	Ohio	2010	12015.0	10080.0	1.1919642857142858	Fixed Tilt	['Fixed']	25.0	180.0	3.8374769406	0.1568301579974422	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	20258	Eastern	distribution-primary	Eastern
Exelon City Solar (West Pullman Industrial Redevelopment Area)	57191.0	UPV	41.675051	-87.651011	PJM	IL	17	Illinois	2010	10000.0	8250.0	1.2121212121212122	Tracking	['Single']	-1.0	180.0	3.8952319635	0.1964394779718462	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22959	Eastern	distribution-primary	Eastern
Paradise Solar Energy Center	58569.0	UPV	39.836211	-75.22225	PJM	NJ	34	New Jersey	2010	6158.0	5100.0	1.207450980392157	Fixed Tilt	['Fixed']	25.0	180.0	4.0214910959		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5412	Eastern	distribution-primary	Eastern
NRG Solar - Roadrunner	57338.0	UPV	31.803161	-106.67058	West (non-ISO)	NM	35	New Mexico	2011	23918.4	20160.0	1.1864285714285714	Tracking	['Single']	-1.0	180.0	5.8972486301	0.2916672765307624	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	39715	Western	distribution-primary	Western
Stroud Solar Station	57497.0	UPV	36.523761	-120.12336	CAISO	CA	6	California	2011	24640.0	20000.0	1.232	Fixed Tilt	['Fixed']	25.0	181.0	5.2963639269	0.2214655936627547	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36671	Western	distribution-primary	Western
SMUD - Bruceville (at Grundman) (NOT RE Bruceville)	57669.0	UPV	38.36515	-121.413261	West (non-ISO)	CA	6	California	2011	21902.0	18000.0	1.2167777777777775	Fixed Tilt	['Fixed']	20.0	210.0	5.0825618721	0.2144113707655971	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	35953	Western	distribution-primary	Western
Pilesgrove Solar Project	57448.0	UPV	39.612671	-75.31006	PJM	NJ	34	New Jersey	2011	19900.08	18000.0	1.10556	Fixed Tilt	['Fixed']	25.0	180.0	4.0945557078	0.170459068992806	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5807	Eastern	distribution-primary	Eastern
APS - AZ Sun - Paloma Solar Plant	57562.0	UPV	33.020641	-112.66174	West (non-ISO)	AZ	4	Arizona	2011	22500.0	17600.0	1.2784090909090908	Fixed Tilt	['Fixed']	25.0	190.0	5.8092182648	0.2561725835279712	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38055	Western	distribution-primary	Western
Cotton Center	57561.0	UPV	33.03521	-112.66059	West (non-ISO)	AZ	4	Arizona	2011	21000.0	17000.0	1.2352941176470589	Tracking	['Single']	-1.0	180.0	5.8092182648	0.2704446310134038	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38055	Western	distribution-primary	Western
Hyder Solar Plant I	57563.0	UPV	33.026251	-113.35328	West (non-ISO)	AZ	4	Arizona	2011	21000.0	16000.0	1.3125	Tracking	['Single']	-1.0	180.0	5.8588940639	0.2815100706530553	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38446	Western	distribution-primary	Western
Five Points Solar Station	57498.0	UPV	36.395531	-120.1078	CAISO	CA	6	California	2011	17600.0	15000.0	1.1733333333333331	Fixed Tilt	['Fixed']	25.0	179.0	5.3627531963	0.2100640041069089	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36564	Western	distribution-primary	Western
Westside Solar Station	57499.0	UPV	36.378471	-120.12391	CAISO	CA	6	California	2011	18480.0	15000.0	1.232	Fixed Tilt	['Fixed']	25.0	180.0	5.3627531963	0.2217778369231821	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36564	Western	distribution-primary	Western
Bagdad Solar Project	57790.0	UPV	34.587881	-113.17564	West (non-ISO)	AZ	4	Arizona	2011	16593.58	15000.0	1.1062386666666668	Tracking	['Single']	-1.0	180.0	5.7090787671	0.2595987839150376	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38459	Western	distribution-primary	Western
McGraw-Hill Solar Farm	57662.0	UPV	40.277441	-74.556951	PJM	NJ	34	New Jersey	2011	14112.0	12000.0	1.176	Fixed Tilt	['Fixed']	25.0	180.0	3.9866360731	0.1695928277879895	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5517	Eastern	distribution-primary	Eastern
Prescott Solar Plant (SunE AZ1 - Prescott)	58147.0	UPV	34.683231	-112.40561	West (non-ISO)	AZ	4	Arizona	2011	11751.48	10400.0	1.12995	Tracking	['Single']	-1.0	180.0	5.526996347	0.2687290440794632	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38073	Western	distribution-primary	Western
SPS - Lea	57738.0	UPV	32.68258	-103.302402	SPP	NM	35	New Mexico	2011	10632.0	10080.0	1.0547619047619048	Tracking	['Single']	-1.0	181.0	5.5677890411	0.2394755458390948	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	31462	Eastern	distribution-primary	Eastern
SPS - Monument	57739.0	UPV	32.344871	-104.23515	SPP	NM	35	New Mexico	2011	10835.5	10080.0	1.0749503968253968	Tracking	['Single']	-1.0	180.0	5.6309292237	0.2516839945312707	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	31434	Eastern	distribution-primary	Eastern
Oak Solar Farm	57948.0	UPV	39.380691	-75.18956	PJM	NJ	34	New Jersey	2011	12502.0	10000.0	1.2502	Fixed Tilt	['Fixed']	15.0	182.0	4.1567333333	0.1768177404329997	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5342	Eastern	distribution-primary	Eastern
SPS - Hopi	57740.0	UPV	32.345311	-104.234871	SPP	NM	35	New Mexico	2011	10873.7	9900.0	1.0983535353535352	Tracking	['Single']	-1.0	180.0	5.6309292237	0.2485529545583908	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	31434	Eastern	distribution-primary	Eastern
SPS - Dollarhide	57736.0	UPV	32.128481	-103.13771	SPP	NM	35	New Mexico	2011	10886.4	9900.0	1.0996363636363635	Tracking	['Single']	-1.0	181.0	5.5821390411	0.2411645957797916	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	31440	Eastern	distribution-primary	Eastern
SPS - Jal	57737.0	UPV	32.467671	-103.32561	SPP	NM	35	New Mexico	2011	10771.4	9900.0	1.088020202020202	Tracking	['Single']	-1.0	181.0	5.5919570776	0.2469400871060144	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	31431	Eastern	distribution-primary	Eastern
Hondale Solar Farm (PNM - Deming Solar Energy Center) Phase 1+2	57575.0	UPV	34.833341	-106.771971	West (non-ISO)	NM	35	New Mexico	2011	11200.0	9000.0	1.2444444444444445	Fixed Tilt	['Fixed']	25.0	180.0	5.6356009132	0.2533923802582806	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38826	Western	distribution-primary	Western
BNB Napoleon Solar Phase 1	57462.0	UPV	41.387451	-84.09286	PJM	OH	39	Ohio	2011	9792.0	8080.0	1.2118811881188118	Tracking	['Single']	-1.0	179.0	3.8701515982	0.1879055746601776	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	19838	Eastern	distribution-primary	Eastern
Hamilton Solar-Crosswicks (subunits 1,2)	60489.0	UPV	40.169021	-74.6312	PJM	NJ	34	New Jersey	2011	8454.599999999999	7500.0	1.1272799999999998	Fixed Tilt	['Fixed']	22.0	180.0	4.0016723744	0.1495985020502199	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5266	Eastern	distribution-primary	Eastern
Los Lunas Solar (Los Morros) Phase 1+2	57571.0	UPV	34.833136	-106.772413	West (non-ISO)	NM	35	New Mexico	2011	8900.0	7000.0	1.2714285714285716	Fixed Tilt	['Fixed']	25.0	180.0	5.6356009132	0.2490802582261289	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38826	Western	distribution-primary	Western
Stanton Solar Farm (RP Orlando) Phase 1	57565.0	UPV	28.489691	-81.18187	Southeast (non-ISO)	FL	12	Florida	2011	5915.42	5500.0	1.075530909090909	Tracking	['Single']	-1.0	180.0	4.8871292237	0.1930951415998949	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	13669	Eastern	distribution-primary	Eastern
Colorado Springs Air Force Academy	57554.0	UPV	38.957021	-104.80644	West (non-ISO)	CO	8	Colorado	2011	6044.160000000001	5200.0	1.1623384615384615	Tracking	['Single']	-1.0	180.0	4.8237440639	0.2509052219242913	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	39183	Western	distribution-primary	Western
Hatch Solar Center	57591.0	UPV	32.628961	-107.25909	West (non-ISO)	NM	35	New Mexico	2011	5880.000000000001	5040.0	1.1666666666666667	Tracking	['Dual']	-1.0		5.8412200913		PV	['CPV']	False	-1	-1.0	-1.0		False	[]	False	38851	Western	distribution-primary	Western
Imperial Valley Solar Company (IVSC) 1	58062.0	UPV	33.246831	-115.49733	West (non-ISO)	CA	6	California	2012	28566.0	23000.0	1.242	Fixed Tilt	['Fixed']	30.0	180.0	5.8325257991	0.2470879511424204	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37705	Western	distribution-primary	Western
Cantua Solar Station	57522.0	UPV	36.424571	-120.34296	CAISO	CA	6	California	2012	25810.0	20000.0	1.2905	Fixed Tilt	['Fixed']	25.0	179.0	5.3470885845	0.2442034552236943	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36662	Western	distribution-primary	Western
Huron Solar Station	57523.0	UPV	36.17751	-120.11206	CAISO	CA	6	California	2012	26800.0	20000.0	1.34	Fixed Tilt	['Fixed']	25.0	179.0	5.3794212329	0.2379152124348129	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36573	Western	distribution-primary	Western
Grand Ridge Solar Plant	57912.0	UPV	41.146351	-88.75426	PJM	IL	17	Illinois	2012	22760.0	20000.0	1.138	Fixed Tilt	['Fixed']	25.0	180.0	3.946260274	0.1776210072953314	PV	['Thin-Film']	True	2013	33.0	13.5	Lithium Ion	True	['Wind']	False	24062	Eastern	distribution-primary	Eastern
Apple Data Center- PV1	57994.0	UPV	35.588135	-81.251981	Southeast (non-ISO)	NC	37	North Carolina	2012	24951.6	20000.0	1.24758	Tracking	['Single']	-1.0	179.0	4.4911753425	0.2032582622838789	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11327	Eastern	distribution-primary	Eastern
Maryland Solar Farm	58408.0	UPV	39.562891	-77.718831	PJM	MD	24	Maryland	2012	29058.75	20000.0	1.4529375	Fixed Tilt	['Fixed']	20.0	180.0	4.0483876712	0.2042246117629812	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	9015	Eastern	distribution-primary	Eastern
Tinton Falls Solar Farm	58483.0	UPV	40.263141	-74.08345	PJM	NJ	34	New Jersey	2012	19880.0	15904.0	1.25	Fixed Tilt	['Fixed']	18.0	180.0	4.0130954338	0.1809206223214915	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5618	Eastern	distribution-primary	Eastern
SunE AZ2 - Saddle Mountain	58213.0	UPV	33.381211	-113.18445	West (non-ISO)	AZ	4	Arizona	2012	16920.0	15000.0	1.128	Tracking	['Single']	-1.0	181.0	5.8609155251	0.2693374005040297	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38048	Western	distribution-primary	Western
Mount St. Mary's University Solar Farm	57758.0	UPV	39.674881	-77.34518	PJM	MD	24	Maryland	2012	16113.600000000002	13000.0	1.2395076923076924	Fixed Tilt	['Fixed']	25.0	169.29000000000002	4.0358657534	0.190003351121207	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	8735	Eastern	distribution-primary	Eastern
Washington White Post Solar I	58135.0	UPV	35.504444	-76.848611	Southeast (non-ISO)	NC	37	North Carolina	2012	14787.0	12500.0	1.18296	Fixed Tilt	['Fixed']	25.0	181.0	4.4052141553	0.19567858123113	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10345	Eastern	distribution-primary	Eastern
Las Cruces Centennial Solar Farm (SunE EPE 2)	57985.0	UPV	32.247558	-106.91173	West (non-ISO)	NM	35	New Mexico	2012	13692.0	12000.0	1.141	Tracking	['Single']	38.0	180.0	5.8929127854	0.2943400100639602	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38830	Western	distribution-primary	Western
PSEG Milford Solar Farm	58228.0	UPV	38.924931	-75.44836	PJM	DE	10	Delaware	2012	15000.0	12000.0	1.25	Fixed Tilt	['Fixed']	20.0	180.0	4.1331461187	0.1878406398412222	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	8382	Eastern	distribution-primary	Eastern
Naval Air Weapons Station China Lake	57764.0	UPV	35.634	-117.652	CAISO	CA	6	California	2012	13780.0	11120.000000000002	1.239208633093525	Tracking	['Single']	-1.0	180.0	5.8819429224	0.27721952448708	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37187	Western	distribution-primary	Western
SunE CPS3 - Somerset Solar Farm	58009.0	UPV	29.225861	-98.67203	ERCOT	TX	48	Texas	2012	12300.0	10600.0	1.160377358490566	Tracking	['Single']	-1.0	180.0	4.7976424658	0.2089511630265041	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40630	Texas	distribution-primary	Texas
El Chaparral (SunE EPE 1)	57986.0	UPV	32.03541	-106.33749	West (non-ISO)	NM	35	New Mexico	2012	11300.0	10000.0	1.13	Tracking	['Single']	38.0	180.0	5.8384073059	0.2923470951231379	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	39734	Western	distribution-primary	Western
Giffen Solar Station	57521.0	UPV	36.52764	-120.311923	CAISO	CA	6	California	2012	12910.0	10000.0	1.291	Fixed Tilt	['Fixed']	25.0	179.0	5.3220723744	0.2304259300845871	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36662	Western	distribution-primary	Western
LADWP Adelanto Solar Project	57305.0	UPV	34.548021	-117.4401	West (non-ISO)	CA	6	California	2012	11400.0	10000.0	1.14	Fixed Tilt	['Fixed']	30.0	180.0	5.9183289954	0.1902967724630087	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37451	Western	distribution-primary	Western
SunE CPS1 - Centennial Solar Farms	58068.0	UPV	29.241811	-98.41805	ERCOT	TX	48	Texas	2012	11566.5	9900.0	1.1683333333333332	Tracking	['Single']	-1.0	180.0	4.79205	0.2065257609845994	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40619	Texas	distribution-primary	Texas
SunE CPS2 - Centennial Solar Farms	58027.0	UPV	29.234111	-98.428871	ERCOT	TX	48	Texas	2012	11566.5	9900.0	1.1683333333333332	Tracking	['Single']	-1.0	180.0	4.79205	0.2095217180412553	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40619	Texas	distribution-primary	Texas
Black Mountain Solar Project	58042.0	UPV	35.022791	-114.16237	West (non-ISO)	AZ	4	Arizona	2012	9975.0	9000.0	1.1083333333333334	Tracking	['Single']	-1.0	180.0	5.7839205479	0.2709038356372316	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38021	Western	distribution-primary	Western
Volkswagen Solar	58401.0	UPV	35.097161	-85.12834	Southeast (non-ISO)	TN	47	Tennessee	2012	9576.0	7600.0	1.2600000000000002	Fixed Tilt	['Fixed']	25.0	181.0	4.3379680365	0.1936706153975964	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	16449	Eastern	distribution-primary	Eastern
SPI Palm Springs Solar (North Palm Springs 1A, 4A)	57722.0	UPV	33.805911	-116.495891	CAISO	CA	6	California	2012	7792.4	6500.0	1.1988307692307691	Tracking	['Single']	-1.0	188.0	5.7726582192		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	37680	Western	distribution-primary	Western
SPI Palm Springs Solar (North Palm Springs 1A, 4A)	57743.0	UPV	33.805911	-116.495891	CAISO	CA	6	California	2012	7792.4	6500.0	1.1988307692307691	Tracking	['Single']	-1.0	188.0	5.7726582192		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	37680	Western	distribution-primary	Western
Port Allen Solar Farm	58549.0	UPV	21.901461	-159.58287	HI	HI	15	Hawaii	2012	7200.0	5760.000000000001	1.2499999999999998	Fixed Tilt	['Fixed']	10.0	180.0	5.3850440639	0.2123465569663813	PV	['c-Si']	True	2012	3.0	2.01	Lead Acid	False	[]	False	35834	Western	distribution-primary	Western
Herbert Farm Solar (SMECO)	58463.0	UPV	38.546021	-76.80025	PJM	MD	24	Maryland	2012	6640.48	5500.0	1.2073599999999998	Fixed Tilt	['Fixed']	20.0	180.0	4.1924143836	0.1752693607419353	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	8660	Eastern	distribution-primary	Eastern
Reeves Station Road East	58030.0	UPV	39.928491	-74.81626	PJM	NJ	34	New Jersey	2012	6692.0	5500.0	1.2167272727272729	Fixed Tilt	['Fixed']	25.0	180.0	4.027356621	0.1772436426356535	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5255	Eastern	distribution-primary	Eastern
Lawrenceville School Solar Farm (KDC Solar TLS)	58356.0	UPV	40.299671	-74.71978	PJM	NJ	34	New Jersey	2012	6112.0	5500.0	1.1112727272727272	Tracking	['Single']	-1.0	160.0	3.9864716895	0.1812666150331067	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5534	Eastern	distribution-primary	Eastern
AstroSol Tech Park AZ	59455.0	UPV	32.101881	-110.816671	West (non-ISO)	AZ	4	Arizona	2012	6100.0	5100.0	1.196078431372549	Fixed Tilt	['Fixed']		180.0	5.7976952055		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38364	Western	distribution-primary	Western
Guernsey Solar Station	57891.0	UPV	36.163471	-119.65024	CAISO	CA	6	California	2013	25500.0	20000.0	1.275	Tracking	['Single']	-1.0	180.0	5.3007287671	0.2534811336391732	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36598	Western	distribution-primary	Western
Gates Solar Station	57892.0	UPV	36.17721	-120.11144	CAISO	CA	6	California	2013	27700.0	20000.0	1.385	Fixed Tilt	['Fixed']	25.0	179.0	5.3794212329	0.2318418138832746	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36573	Western	distribution-primary	Western
Gillespie 1	58501.0	UPV	33.020681	-112.661681	West (non-ISO)	AZ	4	Arizona	2013	20200.0	15000.0	1.346666666666667	Tracking	['Single']	-1.0	190.0	5.8092182648	0.3250752361228444	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38055	Western	distribution-primary	Western
Hyder II	58383.0	UPV	33.026391	-113.35425	West (non-ISO)	AZ	4	Arizona	2013	21000.0	14000.0	1.5	Tracking	['Single']	-1.0	180.0	5.8588940639	0.3178623178442721	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38446	Western	distribution-primary	Western
Highlander I (SEPV 8)	58234.0	UPV	34.173141	-116.15368	CAISO	CA	6	California	2013	14639.0	12000.0	1.2199166666666663	Tracking	['Single']	-1.0	180.0	5.8315438356	0.3092636852630115	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37689	Western	distribution-primary	Western
Indy Solar I	58552.0	UPV	39.662161	-85.98421	MISO	IN	18	Indiana	2013	13900.0	10100.0	1.3762376237623763	Fixed Tilt	['Fixed']	20.0	180.0	4.0303196347	0.1836341501238122	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22167	Eastern	distribution-primary	Eastern
Indy Solar II	58556.0	UPV	39.662161	-85.98421	MISO	IN	18	Indiana	2013	13900.0	10100.0	1.3762376237623763	Fixed Tilt	['Fixed']	20.0	180.0	4.0303196347	0.183701096040758	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22167	Eastern	distribution-primary	Eastern
West Gates Solar Station	58206.0	UPV	36.141931	-120.13271	CAISO	CA	6	California	2013	12900.0	10000.0	1.29	Fixed Tilt	['Fixed']	25.0	180.0	5.3794212329	0.2416825958244664	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36644	Western	distribution-primary	Western
IND Airport Solar Farm (INDY I)	58391.0	UPV	39.695475	-86.315308	MISO	IN	18	Indiana	2013	12568.52	10000.0	1.256852	Fixed Tilt	['Fixed']	30.0	180.0	4.0498899543	0.1690865574839861	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22427	Eastern	distribution-primary	Eastern
Berry Plastics Solar Plant	59097.0	UPV	40.695081	-75.14645	PJM	NJ	34	New Jersey	2013	13060.0	9800.0	1.3326530612244898	Fixed Tilt	['Fixed']	25.0	180.0	3.9320136986	0.1853000841152889	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5890	Eastern	distribution-primary	Eastern
Valencia Solar	59454.0	UPV	32.145521	-110.87951	West (non-ISO)	AZ	4	Arizona	2013	12693.6	9000.0	1.4104	Tracking	['Single']	-1.0	180.0	5.7976952055	0.317201450699467	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38364	Western	distribution-primary	Western
Indy Solar III	58553.0	UPV	39.653671	-86.25987	MISO	IN	18	Indiana	2013	11900.0	8600.0	1.3837209302325582	Fixed Tilt	['Fixed']	20.0	177.0	4.0385221461	0.1931681378379841	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22411	Eastern	distribution-primary	Eastern
LADWP Pine Tree Solar Project	57306.0	UPV	35.229061	-118.19559	West (non-ISO)	CA	6	California	2013	9750.0	8500.0	1.1470588235294117	Fixed Tilt	['Fixed']	30.0	180.0	5.7857828767	0.1737887287559682	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37200	Western	distribution-primary	Western
Highlander II (SEPV 9)	58227.0	UPV	34.190191	-116.09159	CAISO	CA	6	California	2013	10970.0	8500.0	1.2905882352941178	Tracking	['Single']	-1.0	180.0	5.7987392694	0.310080258201375	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37699	Western	distribution-primary	Western
Manzano Solar Energy Center	58521.0	UPV	34.746667	-106.654444	West (non-ISO)	NM	35	New Mexico	2013	10260.0	8000.0	1.2825	Fixed Tilt	['Fixed']	25.0	180.0	5.6190511416	0.2641824755203376	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38820	Western	distribution-primary	Western
Tularosa Solar Energy Center (Otero County Solar Energy Center)	58520.0	UPV	32.977991	-105.97159	West (non-ISO)	NM	35	New Mexico	2013	9618.75	7500.0	1.2825	Fixed Tilt	['Fixed']	25.0	180.0	5.6873579909	0.2746987346976118	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38770	Western	distribution-primary	Western
Mercer County Community College Solar	58882.0	UPV	40.25661	-74.64502	PJM	NJ	34	New Jersey	2013	8300.0	7500.0	1.106666666666667	Fixed Tilt	['Fixed']	30.0	180.0	4.0037073059	0.1608629994403629	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	5530	Eastern	distribution-primary	Eastern
APS Gila Bend Solar Power Plant	59020.0	UPV	32.948731	-112.76985	West (non-ISO)	AZ	4	Arizona	2014	51030.0	37120.0	1.374730603448276	Tracking	['Single']	-1.0	180.0	5.8028424658	0.2926175254584458	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38055	Western	distribution-primary	Western
Avalon Solar (Pima Mine Road Solar Generating Facility)	59168.0	UPV	32.030931	-110.958651	West (non-ISO)	AZ	4	Arizona	2014	35100.0	29000.0	1.210344827586207	Tracking	['Single']	-1.0	180.0	5.7775589041	0.3008809729489124	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38349	Western	distribution-primary	Western
Lone Valley Solar Park II (Marathon)	59237.0	UPV	34.407291	-116.86243	CAISO	CA	6	California	2014	24800.0	20000.0	1.24	Tracking	['Single']	-1.0	180.0	5.887906621	0.2777439028827839	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37670	Western	distribution-primary	Western
Colonial Eagle Solar (Pasquotank), (Capital Partners, Phase I)	59530.0	UPV	36.272221	-76.307161	PJM	NC	37	North Carolina	2014	28015.0	19946.0	1.4045422641131051	Tracking	['Single']	-1.0	181.0	4.4491212329	0.2390086145485491	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10446	Eastern	distribution-primary	Eastern
Dogwood Solar Power (Scotland Neck SE1 Solar)	58844.0	UPV	36.122251	-77.40578	PJM	NC	37	North Carolina	2014	27806.0	19790.0	1.4050530570995454	Tracking	['Single']	-1.0	181.0	4.4319378995	0.2175584499837811	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10755	Eastern	distribution-primary	Eastern
CID Solar	59183.0	UPV	36.137481	-119.56249	CAISO	CA	6	California	2014	27230.0	19760.0	1.3780364372469636	Tracking	['Single']	-1.0	180.0	5.29148379	0.2803823418165223	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	36598	Western	distribution-primary	Western
Halifax (HXO) Airport Solar One	58943.0	UPV	36.4394991	-77.709844	PJM	NC	37	North Carolina	2014	29703.0	19646.0	1.5119108215412806	Fixed Tilt	['Fixed']	20.0	180.0	4.4025239726	0.1729590304289242	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11129	Eastern	distribution-primary	Eastern
Cascade Solar	58590.0	UPV	34.157222	-116.234444	CAISO	CA	6	California	2014	23919.0	18500.0	1.292918918918919	Tracking	['Single']	-1.0	181.0	5.9317593607	0.3367803420573781	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37689	Western	distribution-primary	Western
